This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201803 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios
minus the average of the returns on two low prior return portfolios.  The portfolios
are constructed daily.  Big means a firm is above the median market cap on the NYSE
at the end of the previous day; small firms are below the median NYSE market cap.
Prior return is measured from day - 250 to - 21.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

,Mom   
19310706,   1.22
19310707,   3.10
19310708,   2.26
19310709,   0.35
19310710,  -1.07
19310711,   1.00
19310713,   1.53
19310714,   0.58
19310715,   1.18
19310716,  -1.05
19310717,  -0.79
19310718,  -0.04
19310720,  -0.61
19310721,  -0.80
19310722,   1.08
19310723,   0.51
19310724,   0.36
19310725,  -0.83
19310727,   0.40
19310728,   0.21
19310729,   0.70
19310730,   0.97
19310731,   0.17
19310801,   0.25
19310803,  -0.07
19310804,   0.45
19310805,   0.09
19310806,   0.06
19310807,   0.36
19310808,   0.07
19310810,   0.80
19310811,  -0.58
19310812,  -0.23
19310813,  -0.27
19310814,  -1.25
19310815,  -0.04
19310817,  -0.62
19310818,  -0.99
19310819,  -0.92
19310820,   0.60
19310821,   0.35
19310822,   0.34
19310824,  -0.01
19310825,  -0.15
19310826,  -0.15
19310827,  -0.35
19310828,   0.29
19310829,  -0.38
19310831,   0.08
19310901,   0.46
19310902,   1.11
19310903,   0.15
19310904,   1.34
19310908,   0.28
19310909,   0.31
19310910,   0.18
19310911,  -0.51
19310912,   0.27
19310914,   1.09
19310915,   0.98
19310916,  -0.34
19310917,   0.60
19310918,   1.50
19310919,  -0.22
19310921,  -1.50
19310922,  -0.62
19310923,  -2.30
19310924,   2.00
19310925,  -0.59
19310926,   0.92
19310928,  -0.95
19310929,   1.03
19310930,  -0.79
19311001,   0.04
19311002,   0.53
19311003,   2.59
19311005,   2.90
19311006,  -4.36
19311007,   0.58
19311008,  -1.52
19311009,  -3.49
19311010,   0.84
19311013,   1.23
19311014,   1.26
19311015,  -0.76
19311016,  -1.58
19311017,   0.21
19311019,   0.41
19311020,  -1.55
19311021,   1.42
19311022,   0.18
19311023,   0.26
19311024,   0.20
19311026,   0.81
19311027,   1.45
19311028,   1.23
19311029,   0.38
19311030,  -1.66
19311031,  -0.74
19311102,  -0.50
19311104,  -0.39
19311105,   0.61
19311106,  -1.06
19311107,  -2.05
19311109,  -1.66
19311110,   0.57
19311111,   1.20
19311112,   0.15
19311113,   3.18
19311114,  -1.24
19311116,   1.20
19311117,  -0.18
19311118,   0.73
19311119,  -0.19
19311120,   1.02
19311121,  -0.21
19311123,   1.07
19311124,   0.45
19311125,   1.78
19311127,   2.32
19311128,   1.73
19311130,  -2.53
19311201,   0.62
19311202,   2.87
19311203,  -0.73
19311204,   1.22
19311205,  -0.34
19311207,  -0.07
19311208,   3.72
19311209,   1.48
19311210,   1.42
19311211,   0.40
19311212,  -1.07
19311214,   1.49
19311215,  -0.29
19311216,   0.38
19311217,   2.21
19311218,  -6.50
19311219,  -2.71
19311221,   1.88
19311222,   1.26
19311223,   2.09
19311224,   2.08
19311228,   1.51
19311229,  -0.93
19311230,   0.10
19311231,  -2.06
19320102,  -1.94
19320104,   1.09
19320105,  -0.82
19320106,  -3.78
19320107,  -4.90
19320108,  -4.77
19320109,   0.72
19320111,  -4.40
19320112,   0.72
19320113,  -2.74
19320114,  -1.60
19320115,  -0.92
19320116,   0.79
19320118,   1.35
19320119,   0.49
19320120,  -0.46
19320121,  -0.66
19320122,   2.20
19320123,   0.99
19320125,  -1.49
19320126,   0.82
19320127,   0.85
19320128,   1.80
19320129,   2.24
19320130,  -0.11
19320201,  -3.26
19320202,   2.26
19320203,   0.14
19320204,   1.10
19320205,   1.17
19320206,  -0.23
19320208,  -0.67
19320209,   0.06
19320210,   0.32
19320211,  -3.01
19320213,  -3.04
19320215,  -0.09
19320216,  -1.85
19320217,   1.55
19320218,  -0.97
19320219,  -0.99
19320220,   0.80
19320223,   1.44
19320224,   0.68
19320225,  -0.21
19320226,   0.40
19320227,   0.89
19320229,   0.27
19320301,  -0.23
19320302,  -1.88
19320303,   1.28
19320304,   0.08
19320305,  -0.34
19320307,   1.01
19320308,   0.99
19320309,   0.84
19320310,   0.28
19320311,   0.56
19320312,   0.35
19320314,   2.38
19320315,   0.40
19320316,   1.14
19320317,  -0.80
19320318,   1.96
19320319,  -1.09
19320321,   0.81
19320322,   0.81
19320323,   0.60
19320324,   0.75
19320326,   0.29
19320328,   1.01
19320329,   0.92
19320330,   1.46
19320331,   0.97
19320401,   3.09
19320402,   0.58
19320404,   0.00
19320405,   0.24
19320406,   1.98
19320407,   2.17
19320408,   1.09
19320409,  -0.90
19320411,   0.60
19320412,  -0.69
19320413,  -0.75
19320414,  -2.03
19320415,  -2.73
19320416,   0.73
19320418,   0.96
19320419,   0.25
19320420,  -1.89
19320421,  -0.65
19320422,   1.35
19320423,  -1.00
19320425,  -0.76
19320426,   0.17
19320427,  -0.04
19320428,   2.87
19320429,   1.93
19320430,   1.05
19320502,   1.60
19320503,   1.75
19320504,   0.49
19320505,   1.18
19320506,  -2.72
19320507,  -0.10
19320509,   1.47
19320510,  -0.08
19320511,  -0.53
19320512,   2.63
19320513,   1.68
19320514,   0.35
19320516,   1.02
19320517,  -1.06
19320518,   0.85
19320519,   1.22
19320520,   0.49
19320521,  -0.05
19320523,   0.99
19320524,   2.08
19320525,   2.58
19320526,   1.89
19320527,   0.52
19320528,  -2.72
19320531,   2.46
19320601,  -1.12
19320602,  -2.66
19320603,  -5.36
19320604,  -8.25
19320606,  -0.85
19320607,   0.69
19320608,   2.34
19320609,  -0.81
19320610,  -2.63
19320611,  -0.47
19320613,   1.88
19320614,  -0.47
19320615,  -3.19
19320616,  -0.37
19320617,   3.31
19320618,  -0.51
19320620,   0.03
19320621,  -0.25
19320622,   1.08
19320623,   2.90
19320624,   2.00
19320625,   0.39
19320627,   1.47
19320628,   1.29
19320629,   2.15
19320630,  -0.15
19320701,  -1.06
19320705,   0.70
19320706,  -1.49
19320707,   0.41
19320708,  -0.88
19320709,  -0.65
19320711,  -1.16
19320712,   0.41
19320713,  -3.14
19320714,  -1.03
19320715,  -1.26
19320716,  -0.85
19320718,  -1.03
19320719,   1.01
19320720,  -1.64
19320721,  -2.67
19320722,  -1.80
19320723,   1.53
19320725,  -2.20
19320726,   0.16
19320727,  -3.77
19320728,  -5.17
19320729,  -3.40
19320730,   0.45
19320801,  -0.99
19320802,   1.97
19320803,  -2.96
19320804,  -1.71
19320805,  -0.99
19320806,  -4.46
19320808,  -5.32
19320809,  -0.48
19320810,  -4.05
19320811,  -0.87
19320812,   3.50
19320813,   2.18
19320815,  -2.98
19320816,  -2.96
19320817,   0.21
19320818,  -1.06
19320819,   0.31
19320820,  -0.89
19320822,  -3.97
19320823,   0.61
19320824,  -2.65
19320825,  -0.80
19320826,   0.14
19320827,  -2.42
19320829,  -0.32
19320830,   0.71
19320831,  -0.24
19320901,  -4.71
19320902,   0.93
19320903,   0.63
19320906,   0.12
19320907,  -3.75
19320908,   1.93
19320909,   1.12
19320910,   0.16
19320912,   3.45
19320913,   1.80
19320914,   1.53
19320915,   0.81
19320916,  -0.01
19320917,  -0.83
19320919,   1.23
19320920,  -0.69
19320921,   0.39
19320922,  -0.12
19320923,  -1.26
19320924,  -1.77
19320926,   0.20
19320927,  -0.41
19320928,  -0.30
19320929,  -0.53
19320930,  -0.03
19321001,   0.24
19321003,  -1.10
19321004,   0.37
19321005,  -2.27
19321006,   0.69
19321007,  -1.19
19321008,  -0.42
19321010,  -3.51
19321011,   5.73
19321013,   0.03
19321014,   0.03
19321015,   0.47
19321017,  -1.21
19321018,  -0.96
19321019,   0.78
19321020,   0.49
19321021,   0.49
19321022,   1.02
19321024,  -0.66
19321025,  -0.51
19321026,   0.83
19321027,  -0.05
19321028,  -0.37
19321029,  -0.54
19321031,   1.08
19321101,  -3.86
19321102,  -0.30
19321103,   0.21
19321104,  -1.43
19321105,   0.43
19321107,  -0.85
19321109,   0.28
19321110,  -2.57
19321111,  -0.59
19321112,  -0.48
19321114,   1.73
19321115,   0.09
19321116,   0.15
19321117,   0.41
19321118,   0.09
19321119,  -0.35
19321121,   0.02
19321122,  -1.14
19321123,   0.67
19321125,  -0.57
19321126,   0.65
19321128,  -0.53
19321129,   1.11
19321130,   0.02
19321201,  -0.63
19321202,   0.76
19321203,   0.17
19321205,  -0.49
19321206,   0.01
19321207,   0.15
19321208,   0.15
19321209,   0.55
19321210,  -1.51
19321212,  -0.52
19321213,   0.56
19321214,  -2.02
19321215,   1.26
19321216,  -0.13
19321217,   0.82
19321219,   1.82
19321220,   0.31
19321221,  -0.64
19321222,   1.69
19321223,   0.81
19321224,   0.19
19321227,   0.49
19321228,   1.13
19321229,  -0.60
19321230,  -1.61
19321231,  -0.80
19330103,   0.32
19330104,  -3.07
19330105,   0.84
19330106,  -0.38
19330109,  -0.63
19330110,  -0.82
19330111,   0.74
19330112,  -0.55
19330113,   2.38
19330114,  -0.56
19330116,   0.29
19330117,   0.80
19330118,   0.99
19330119,  -0.80
19330120,  -0.40
19330121,   0.44
19330123,  -0.48
19330124,   1.37
19330125,  -0.08
19330126,  -0.20
19330127,   0.03
19330128,  -0.04
19330130,   0.46
19330131,  -2.41
19330201,  -0.95
19330202,  -1.33
19330203,   0.53
19330204,   0.09
19330206,   0.22
19330207,  -0.12
19330208,   1.73
19330209,   2.12
19330210,  -1.08
19330211,   0.18
19330214,  -2.47
19330215,  -0.35
19330216,   0.08
19330217,  -0.12
19330218,   0.64
19330220,  -0.72
19330221,   0.34
19330223,  -0.26
19330224,   1.22
19330225,  -1.56
19330227,  -1.91
19330228,   2.25
19330301,   0.15
19330302,   0.17
19330303,   1.37
19330315,   2.78
19330316,   1.11
19330317,  -1.62
19330318,   0.35
19330320,   1.22
19330321,  -1.13
19330322,  -1.00
19330323,   1.71
19330324,  -2.51
19330325,  -0.41
19330327,  -0.28
19330328,   1.37
19330329,  -0.32
19330330,   0.64
19330331,  -0.77
19330401,  -0.84
19330403,   0.04
19330404,  -0.12
19330405,  -0.85
19330406,   1.21
19330407,  -1.39
19330408,   0.77
19330410,   3.83
19330411,  -0.16
19330412,  -1.58
19330413,   0.49
19330415,  -0.37
19330417,  -0.36
19330418,   0.72
19330419,   1.96
19330420,  -4.40
19330421,  -1.15
19330422,   2.33
19330424,  -2.39
19330425,  -0.92
19330426,   2.01
19330427,  -1.86
19330428,  -0.15
19330429,   1.35
19330501,  -1.27
19330502,   3.12
19330503,  -1.68
19330504,  -1.23
19330505,  -2.63
19330506,  -0.05
19330508,  -1.71
19330509,   2.09
19330510,   1.52
19330511,   0.83
19330512,  -0.69
19330513,  -2.55
19330515,   0.11
19330516,   0.54
19330517,  -1.66
19330518,  -0.41
19330519,  -0.81
19330520,  -1.27
19330522,   0.77
19330523,   1.94
19330524,   0.87
19330525,  -2.03
19330526,   2.02
19330527,   0.88
19330529,  -0.43
19330531,  -0.68
19330601,   1.09
19330602,   0.48
19330603,  -2.16
19330605,   0.56
19330606,   0.14
19330607,  -1.08
19330608,  -0.14
19330609,  -1.11
19330610,  -0.62
19330612,  -0.67
19330613,  -1.19
19330614,  -0.20
19330615,  -0.38
19330616,   0.92
19330617,   1.32
19330619,   2.26
19330620,   0.40
19330621,   0.02
19330622,  -1.23
19330623,   1.38
19330624,   1.01
19330626,   1.51
19330627,   0.24
19330628,  -0.79
19330629,   0.39
19330630,   0.91
19330701,   1.45
19330703,  -0.08
19330705,  -0.78
19330706,  -0.32
19330707,  -1.39
19330708,  -0.58
19330710,  -0.13
19330711,   1.76
19330712,   0.42
19330713,  -0.29
19330714,   0.55
19330715,   0.98
19330717,   1.32
19330718,  -0.23
19330719,  -2.48
19330720,  -2.01
19330721,  -2.24
19330722,   1.56
19330724,   2.78
19330725,   0.08
19330726,   1.87
19330727,   0.32
19330728,   0.15
19330731,  -2.31
19330801,   3.10
19330802,   0.01
19330803,   0.42
19330804,  -0.46
19330807,  -0.41
19330808,   0.61
19330809,   2.74
19330810,  -0.60
19330811,   0.40
19330814,  -0.66
19330815,  -0.26
19330816,  -1.33
19330817,   2.71
19330818,  -0.72
19330821,   0.18
19330822,   0.34
19330823,   0.45
19330824,  -0.12
19330825,   1.96
19330828,   0.20
19330829,  -1.07
19330830,  -0.68
19330831,   0.32
19330901,  -0.56
19330905,  -0.06
19330906,  -0.91
19330907,  -0.68
19330908,  -0.61
19330909,  -0.15
19330911,   2.41
19330912,   0.05
19330913,   0.23
19330914,   1.27
19330915,  -0.68
19330916,   1.58
19330918,   0.35
19330919,   0.05
19330920,  -1.73
19330921,  -4.12
19330922,   1.72
19330923,   0.56
19330925,  -1.70
19330926,  -0.29
19330927,  -1.60
19330928,  -0.15
19330929,   1.26
19330930,  -0.48
19331002,  -0.42
19331003,  -0.04
19331004,   3.05
19331005,  -0.42
19331006,  -0.36
19331007,  -0.32
19331009,  -0.12
19331010,  -1.28
19331011,  -0.03
19331013,  -2.36
19331014,  -0.61
19331016,  -2.83
19331017,   1.61
19331018,  -1.90
19331019,  -3.21
19331020,   2.31
19331021,  -2.53
19331023,   3.56
19331024,   3.48
19331025,   0.31
19331026,  -0.61
19331027,  -0.20
19331028,  -0.38
19331030,  -0.72
19331031,  -0.40
19331101,   2.23
19331102,  -0.29
19331103,   0.00
19331104,   0.87
19331106,  -0.88
19331108,   1.04
19331109,   0.26
19331110,  -0.18
19331111,   0.64
19331113,   0.02
19331114,   0.75
19331115,  -1.97
19331116,   1.83
19331117,  -0.39
19331118,   0.48
19331120,  -0.53
19331121,   0.35
19331122,  -1.04
19331123,  -1.09
19331124,  -0.70
19331125,  -0.18
19331127,  -1.04
19331128,   0.68
19331129,   1.41
19331201,   0.96
19331202,   0.12
19331204,   0.16
19331205,   1.08
19331206,   0.06
19331207,   0.52
19331208,  -0.81
19331209,   1.71
19331211,  -1.22
19331212,  -1.25
19331213,  -0.88
19331214,   1.31
19331215,  -0.66
19331216,  -0.52
19331218,  -0.97
19331219,  -0.53
19331220,  -1.58
19331221,   1.26
19331222,   4.38
19331223,  -0.25
19331226,   0.31
19331227,   0.27
19331228,  -0.46
19331229,   0.13
19331230,   0.68
19340102,   0.20
19340103,  -0.95
19340104,  -0.45
19340105,  -1.17
19340106,  -0.53
19340108,  -1.02
19340109,   0.05
19340110,   0.27
19340111,  -1.89
19340112,   0.89
19340113,   0.02
19340115,   1.63
19340116,  -0.88
19340117,   0.22
19340118,   0.15
19340119,  -0.05
19340120,  -1.55
19340122,   0.38
19340123,   0.56
19340124,   0.18
19340125,   0.01
19340126,   0.14
19340127,   0.02
19340129,   1.27
19340130,  -1.23
19340131,  -1.08
19340201,   0.17
19340202,  -0.06
19340203,   0.98
19340205,  -0.88
19340206,  -1.74
19340207,  -1.00
19340208,   1.87
19340209,  -1.20
19340210,   0.05
19340213,  -0.14
19340214,   0.98
19340215,   2.14
19340216,   0.50
19340217,   0.80
19340219,  -0.20
19340220,   0.91
19340221,   0.95
19340223,  -1.62
19340224,  -1.44
19340226,  -0.88
19340227,   0.38
19340228,   0.28
19340301,   0.77
19340302,   0.83
19340303,   0.06
19340305,   0.18
19340306,  -0.79
19340307,  -1.08
19340308,   1.01
19340309,   0.34
19340310,   0.09
19340312,  -0.41
19340313,  -0.60
19340314,   0.57
19340315,  -1.65
19340316,   0.42
19340317,  -0.30
19340319,  -1.28
19340320,   1.07
19340321,  -0.48
19340322,   0.97
19340323,  -0.19
19340324,   0.53
19340326,   0.12
19340327,  -1.10
19340328,   0.37
19340329,   0.11
19340331,   0.84
19340402,  -0.04
19340403,  -0.34
19340404,   0.08
19340405,  -0.86
19340406,  -0.26
19340407,   0.34
19340409,  -0.48
19340410,   0.22
19340411,   0.62
19340412,  -0.29
19340413,  -0.39
19340414,   0.19
19340416,   0.39
19340417,  -0.21
19340418,  -0.11
19340419,  -0.31
19340420,  -1.05
19340421,   0.64
19340423,  -0.09
19340424,   0.11
19340425,  -0.18
19340426,   0.34
19340427,   0.35
19340428,  -0.85
19340430,   0.28
19340501,   0.30
19340502,  -0.33
19340503,   0.29
19340504,   0.62
19340505,  -0.29
19340507,   1.12
19340508,  -0.37
19340509,  -0.22
19340510,  -0.09
19340511,   0.78
19340512,  -0.12
19340514,  -0.89
19340515,  -1.05
19340516,   0.07
19340517,  -0.38
19340518,   0.30
19340519,  -0.06
19340521,   0.25
19340522,   0.45
19340523,   0.47
19340524,   0.22
19340525,  -0.52
19340526,   0.20
19340528,   0.22
19340529,   0.17
19340531,   0.53
19340601,  -0.31
19340602,  -0.14
19340604,  -0.18
19340605,  -0.37
19340606,   0.11
19340607,   0.78
19340608,  -1.81
19340609,  -0.64
19340611,   0.56
19340612,  -0.05
19340613,  -0.56
19340614,   1.04
19340615,  -0.70
19340616,  -1.20
19340618,   0.14
19340619,   0.87
19340620,   1.26
19340621,  -0.04
19340622,   0.67
19340623,  -0.31
19340625,   1.13
19340626,  -1.10
19340627,   0.15
19340628,  -0.48
19340629,   1.61
19340630,   0.29
19340702,   0.58
19340703,   0.24
19340705,  -0.39
19340706,  -0.97
19340707,   0.20
19340709,   0.55
19340710,  -0.18
19340711,   0.71
19340712,   1.04
19340713,   0.29
19340714,   0.58
19340716,   0.88
19340717,   0.94
19340718,  -0.09
19340719,   0.70
19340720,   2.02
19340721,   0.82
19340723,   1.51
19340724,   0.93
19340725,  -0.32
19340726,   1.94
19340727,   0.47
19340728,  -1.72
19340730,   0.15
19340731,   0.01
19340801,   0.60
19340802,  -1.04
19340803,   0.86
19340804,   0.22
19340806,   0.81
19340807,  -0.24
19340808,  -0.73
19340809,   0.06
19340810,   0.18
19340811,  -0.19
19340813,   0.35
19340814,   0.09
19340815,   0.45
19340816,  -0.90
19340817,  -0.04
19340818,   0.70
19340820,   0.36
19340821,  -0.40
19340822,  -2.65
19340823,   0.24
19340824,  -1.64
19340825,  -0.49
19340827,   1.07
19340828,   0.13
19340829,   0.65
19340830,   1.21
19340831,   0.46
19340901,  -0.89
19340904,   0.45
19340905,  -0.94
19340906,   1.01
19340907,   0.79
19340908,   0.48
19340910,   0.53
19340911,  -0.63
19340912,   0.08
19340913,   0.62
19340914,   1.19
19340915,   0.12
19340917,  -0.30
19340918,  -0.39
19340919,  -0.63
19340920,  -0.44
19340921,  -1.10
19340922,   0.35
19340924,   0.93
19340925,  -2.23
19340926,   0.46
19340927,  -0.92
19340928,   0.91
19340929,   0.14
19341001,   2.15
19341002,   0.10
19341003,  -0.01
19341004,   0.12
19341005,  -1.81
19341006,   0.33
19341008,   1.14
19341009,   0.89
19341010,  -2.51
19341011,  -1.99
19341013,   0.72
19341015,   0.86
19341016,  -0.37
19341017,  -0.13
19341018,   1.08
19341019,   0.36
19341020,  -0.35
19341022,   0.65
19341023,   0.80
19341024,  -1.64
19341025,   0.78
19341026,   0.99
19341027,   0.98
19341029,  -0.37
19341030,  -0.10
19341031,   0.36
19341101,   0.81
19341102,  -0.54
19341103,  -1.17
19341105,  -0.22
19341107,  -1.54
19341108,   0.19
19341109,  -1.79
19341110,  -0.02
19341113,   0.93
19341114,   1.47
19341115,  -0.71
19341116,   0.32
19341117,   0.78
19341119,  -0.24
19341120,   0.97
19341121,   1.42
19341122,   0.72
19341123,  -0.94
19341124,  -0.59
19341126,  -1.71
19341127,   0.75
19341128,  -0.97
19341130,  -0.26
19341201,  -0.06
19341203,   1.33
19341204,  -0.32
19341205,  -1.09
19341206,   0.14
19341207,   1.16
19341208,   0.70
19341210,   0.57
19341211,   1.12
19341212,   0.43
19341213,   0.72
19341214,   0.45
19341215,  -0.43
19341217,  -0.25
19341218,   0.72
19341219,   2.34
19341220,   1.29
19341221,   0.93
19341222,   0.15
19341224,  -0.73
19341226,   2.45
19341227,   0.62
19341228,  -4.89
19341229,  -1.14
19341231,  -1.08
19350102,  -0.10
19350103,  -1.34
19350104,  -0.55
19350105,  -1.13
19350107,  -0.53
19350108,   0.97
19350109,  -0.25
19350110,  -0.69
19350111,   1.98
19350112,   1.18
19350114,  -0.14
19350115,   2.17
19350116,  -0.46
19350117,  -0.17
19350118,   0.20
19350119,  -1.00
19350121,   0.00
19350122,   0.86
19350123,   0.39
19350124,   0.09
19350125,   0.03
19350126,   0.58
19350128,   0.88
19350129,   0.59
19350130,   0.23
19350131,  -0.37
19350201,   0.10
19350202,   0.58
19350204,   1.05
19350205,   1.41
19350206,   0.78
19350207,  -0.47
19350208,  -0.42
19350209,  -0.63
19350211,   1.39
19350213,   0.53
